tweet_id,timestamp,rating_numerator,rating_denominator,retweet_count,favorite_count,Dog_Type,breed,confidence,name,source,jpg_url,text,url
890006608113172480,2017-07-26 00:31:25,13,10,6379,27839,,Samoyed,0.957979,Koda,Twitter for iPhone,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,https://t.co/dVPW0B0Mme
889880896479866881,2017-07-25 16:11:53,13,10,4326,25307,,French bulldog,0.377417,Bruno,Twitter for iPhone,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://t.co/u1XPQMl29g
889665388333682689,2017-07-25 01:55:32,13,10,8682,43421,puppo,Pembroke,0.966327,None,Twitter for iPhone,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://t.co/BxvuXk0UCm
889638837579907072,2017-07-25 00:10:02,12,10,3876,24405,,French bulldog,0.99165,Ted,Twitter for iPhone,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,https://t.co/f8dEDcrKSR
889531135344209921,2017-07-24 17:02:04,13,10,1956,13753,puppo,golden retriever,0.953442,Stuart,Twitter for iPhone,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://t.co/y70o6h3isq
889278841981685760,2017-07-24 00:19:32,13,10,4619,22794,,whippet,0.626152,Oliver,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://t.co/WpHvrQedPb
888917238123831296,2017-07-23 00:22:39,12,10,3890,26387,,golden retriever,0.714719,Jim,Twitter for iPhone,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://t.co/chxruIOUJN
888804989199671297,2017-07-22 16:56:37,13,10,3687,23156,,golden retriever,0.46976,Zeke,Twitter for iPhone,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,https://t.co/HTQ77yNQ5K
888554962724278272,2017-07-22 00:23:06,13,10,2993,17859,,Siberian husky,0.700377,Ralphus,Twitter for iPhone,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,https://t.co/YnYAFCTTiK
888078434458587136,2017-07-20 16:49:33,12,10,3019,19754,,French bulldog,0.995026,Gerald,Twitter for iPhone,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,https://t.co/DK7iDPfuRX
887705289381826560,2017-07-19 16:06:48,13,10,4695,27458,,basset,0.821664,Jeffrey,Twitter for iPhone,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://t.co/PhrUk20Q64
887517139158093824,2017-07-19 03:39:09,14,10,10222,41998,,none,0.0,such,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://t.co/20VrLAA8ba
887473957103951883,2017-07-19 00:47:34,13,10,15619,62135,,Pembroke,0.809197,Canela,Twitter for iPhone,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,https://t.co/cLyzpcUcMX
887343217045368832,2017-07-18 16:08:03,13,10,9159,30489,,Mexican hairless,0.330741,None,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://t.co/WZqNqygEyV
887101392804085760,2017-07-18 00:07:08,12,10,5186,27798,,Samoyed,0.733942,None,Twitter for iPhone,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://t.co/4Ad1jzJSdp
886983233522544640,2017-07-17 16:17:36,13,10,6634,31468,,Chihuahua,0.793469,Maya,Twitter for iPhone,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,https://t.co/I6oNy0CgiT
886736880519319552,2017-07-16 23:58:41,13,10,2755,10820,,kuvasz,0.309706,Mingus,Twitter for iPhone,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b
886680336477933568,2017-07-16 20:14:00,13,10,3891,20376,,none,0.0,Derek,Twitter for iPhone,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://t.co/BCoWue0abA
886366144734445568,2017-07-15 23:25:31,12,10,2747,19129,pupper,French bulldog,0.999201,Roscoe,Twitter for iPhone,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,https://t.co/RGE08MIJox
886258384151887873,2017-07-15 16:17:19,13,10,5492,25337,,pug,0.943575,Waffles,Twitter for iPhone,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://t.co/xZDA9Qsq1O
885984800019947520,2017-07-14 22:10:11,12,10,5837,29518,,Blenheim spaniel,0.972494,Jimbo,Twitter for iPhone,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://t.co/BuveP0uMF1
885528943205470208,2017-07-13 15:58:47,13,10,5555,32570,,pug,0.369275,Maisey,Twitter for iPhone,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://t.co/tp1kQ8i9JF
885167619883638784,2017-07-12 16:03:00,13,10,3800,19823,,malamute,0.8124819999999999,None,Twitter for iPhone,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,https://t.co/44ItaMubBf
884925521741709313,2017-07-12 00:01:00,12,10,15663,69579,,Italian greyhound,0.259916,Earl,Twitter for iPhone,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://t.co/MYJvdlNRVa
884876753390489601,2017-07-11 20:47:12,13,10,4854,25192,,chow,0.822103,Lola,Twitter for iPhone,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,https://t.co/74TKAUsLkO
884562892145688576,2017-07-11 00:00:02,13,10,4075,22010,,pug,0.5464060000000001,Kevin,Twitter for iPhone,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://t.co/1r4MFCbCX5
884441805382717440,2017-07-10 15:58:53,14,10,4958,24589,,Pembroke,0.993225,None,Twitter for iPhone,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://t.co/vvBOcC2VdC
884162670584377345,2017-07-09 21:29:42,12,10,2599,18494,doggo,German shepherd,0.707046,Yogi,Twitter for iPhone,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://t.co/YSI00BzTBZ
883838122936631299,2017-07-09 00:00:04,12,10,2973,19786,,Doberman,0.610946,Noah,Twitter for iPhone,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://t.co/V85xujjDDY
883482846933004288,2017-07-08 00:28:19,5,10,8592,41506,,golden retriever,0.943082,Bella,Twitter for iPhone,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",https://t.co/qjrljjt948
883360690899218434,2017-07-07 16:22:55,13,10,3198,20554,floofer,chow,0.987997,Grizzwald,Twitter for iPhone,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://t.co/rf661IFEYP
883117836046086144,2017-07-07 00:17:54,13,10,5760,33585,,golden retriever,0.949562,None,Twitter for iPhone,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",https://t.co/Se5fZ9wp5E
882992080364220416,2017-07-06 15:58:11,13,10,3363,21651,,Eskimo dog,0.466778,Rusty,Twitter for iPhone,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,https://t.co/tyER0KpdXj
882762694511734784,2017-07-06 00:46:41,12,10,4252,25584,pupper,Labrador retriever,0.85005,Gus,Twitter for iPhone,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://t.co/D43I96SlVu
882627270321602560,2017-07-05 15:48:34,13,10,5269,25403,,Pembroke,0.542982,Stanley,Twitter for iPhone,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://t.co/Nx52PGwH94
882268110199369728,2017-07-04 16:01:23,13,10,10061,40508,,golden retriever,0.762211,Alfy,Twitter for iPhone,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,https://t.co/fYP5RlutfA
882045870035918850,2017-07-04 01:18:17,13,10,4230,26550,,golden retriever,0.00694063,Koko,Twitter for iPhone,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",https://t.co/zeDpnsKX7w
881906580714921986,2017-07-03 16:04:48,12,10,2960,22095,,Weimaraner,0.291539,Rey,Twitter for iPhone,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://t.co/503CgWbhxQ
881666595344535552,2017-07-03 00:11:11,13,10,9288,45943,,Saluki,0.529012,Gary,Twitter for iPhone,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://t.co/7CSWCl8I6s
881536004380872706,2017-07-02 15:32:16,14,10,13929,44824,pupper,Samoyed,0.281463,a,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://t.co/ghXBIIeQZF
881268444196462592,2017-07-01 21:49:04,12,10,4631,21119,,none,0.0,Elliot,Twitter for iPhone,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://t.co/cgwJwowTMC
880935762899988482,2017-06-30 23:47:07,13,10,2434,15513,,none,0.0,Louis,Twitter for iPhone,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://t.co/D0wb1GlKAt
880872448815771648,2017-06-30 19:35:32,12,10,3324,19308,,Pembroke,0.791416,None,Twitter for iPhone,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://t.co/WiAMbTkDPf
880465832366813184,2017-06-29 16:39:47,12,10,5417,25770,,golden retriever,0.913255,Bella,Twitter for iPhone,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,https://t.co/4VsFysDmiw
880221127280381952,2017-06-29 00:27:25,12,10,3613,24426,,Chihuahua,0.238525,Jesse,Twitter for iPhone,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,https://t.co/fUod0tVmvK
880095782870896641,2017-06-28 16:09:20,11,10,3781,25058,,miniature pinscher,0.120298,None,Twitter for iPhone,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://t.co/HauE8M3Bu4
879862464715927552,2017-06-28 00:42:13,13,10,3036,20312,,basset,0.813507,Romeo,Twitter for iPhone,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,https://t.co/Qh5aEkRQm9
879492040517615616,2017-06-27 00:10:17,12,10,2755,21317,,German short-haired pointer,0.479896,Bailey,Twitter for iPhone,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://t.co/IxM9IMKQq8
879415818425184262,2017-06-26 19:07:24,13,10,38876,95818,,English springer,0.383404,Duddles,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://t.co/UDT7ZkcTgY
879376492567855104,2017-06-26 16:31:08,12,10,2734,15303,,Labrador retriever,0.0334961,Jack,Twitter for iPhone,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://t.co/0gOi601EAa
879050749262655488,2017-06-25 18:56:45,11,10,4108,20451,,none,0.0,Steven,Twitter for iPhone,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://t.co/2mJCDEJWdD
879008229531029506,2017-06-25 16:07:47,13,10,2336,17269,,vizsla,0.960513,Beau,Twitter for iPhone,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://t.co/YDtpCjIPKN
878776093423087618,2017-06-25 00:45:22,13,10,3581,17625,puppo,Italian greyhound,0.734684,Snoopy,Twitter for iPhone,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,https://t.co/lNZwgNO4gS
878281511006478336,2017-06-23 16:00:04,13,10,1114,7008,,basset,0.32042,Shadow,Twitter for iPhone,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",https://t.co/245xJJElsY https://t.co/lUiQH219v6
878057613040115712,2017-06-23 01:10:23,14,10,5949,38228,,French bulldog,0.839097,Emmy,Twitter for iPhone,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,https://t.co/cwtWnHMVpe
877736472329191424,2017-06-22 03:54:17,13,10,16485,71698,,Chesapeake Bay retriever,0.8379559999999999,Aja,Twitter for iPhone,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,https://t.co/lsPyyAiF1r
877556246731214848,2017-06-21 15:58:08,12,10,3301,20589,,basset,0.995368,Penny,Twitter for iPhone,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://t.co/OYdDlfOGXP
877316821321428993,2017-06-21 00:06:44,13,10,4546,24925,,Saluki,0.5099670000000001,Dante,Twitter for iPhone,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",https://t.co/SHRTIo5pxc
877201837425926144,2017-06-20 16:29:50,12,10,4844,24591,,Pembroke,0.93112,Nelly,Twitter for iPhone,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,https://t.co/4g4cfj3P4Y
876838120628539392,2017-06-19 16:24:33,12,10,2916,18804,pupper,bloodhound,0.575751,Ginger,Twitter for iPhone,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,https://t.co/j211oCDRs6
876484053909872640,2017-06-18 16:57:37,13,10,2073,17073,,golden retriever,0.874566,Benedict,Twitter for iPhone,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://t.co/26BXueUgbs
876120275196170240,2017-06-17 16:52:05,13,10,4069,25449,,Bernese mountain dog,0.534327,Venti,Twitter for iPhone,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",https://t.co/ejExJFq3ek
875747767867523072,2017-06-16 16:11:53,13,10,3736,22861,,Labrador retriever,0.799551,Goose,Twitter for iPhone,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",https://t.co/V2WlACRJCN
875144289856114688,2017-06-15 00:13:52,13,10,4286,19953,,Siberian husky,0.245048,Nugget,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,https://t.co/ogith9ejNj
875021211251597312,2017-06-14 16:04:48,12,10,4130,23236,,West Highland white terrier,0.7143189999999999,None,Twitter for iPhone,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,https://t.co/brCQoqc8AW
874680097055178752,2017-06-13 17:29:20,12,10,4071,25343,,Labrador retriever,0.836052,Cash,Twitter for iPhone,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://t.co/lZhtizkURD
874296783580663808,2017-06-12 16:06:11,13,10,3627,23751,pupper,cocker spaniel,0.437216,Jed,Twitter for iPhone,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://t.co/0YplNnSMEm
874057562936811520,2017-06-12 00:15:36,12,10,3499,20723,,flat-coated retriever,0.8321770000000001,None,Twitter for iPhone,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",https://t.co/pwY9PQhtP2
874012996292530176,2017-06-11 21:18:31,13,10,8943,31094,puppo,Cardigan,0.806674,Sebastian,Twitter for iPhone,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",https://t.co/XBE0evJZ6V
873580283840344065,2017-06-10 16:39:04,13,10,3453,22094,,Newfoundland,0.678537,None,Twitter for iPhone,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",https://t.co/mNuMH9400n
